날짜,금액,소분류,업종코드,대분류,중분류
2023.4.14,-26100,교통,ss040,여행/교통,교통
2023.4.13,-7200,정육점,ss018,음/식료품,음/식료품
2023.4.13,-4630,슈퍼마켓,ss014,유통,할인점/슈퍼마켓
2023.4.12,-19000,한식,ss001,요식/유흥,한식
2023.4.12,-1200,교통,ss040,여행/교통,교통
2023.4.11,-14200,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.4.9,-8690,온라인거래,ss068,전자상거래,전자상거래
2023.4.9,-5500,한식,ss001,요식/유흥,한식
2023.4.9,-6700,편의점,ss016,유통,편의점
2023.4.9,-15200,교통,ss040,여행/교통,교통
2023.4.8,-3300,편의점,ss016,유통,편의점
2023.4.8,-2600,편의점,ss016,유통,편의점
2023.4.7,-7900,편의점,ss016,유통,편의점
2023.4.7,-3900,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.4.7,-26730,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.4.7,-600,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.4.7,-3140,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.4.7,-64300,의복/의류,ss021,의류/잡화,의복/의류
2023.4.6,-1100,편의점,ss016,유통,편의점
2023.4.6,-12000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.4.6,-2900,편의점,ss016,유통,편의점
2023.4.6,-12560,패션/잡화,ss022,의류/잡화,패션/잡화
2023.4.5,-2200,편의점,ss016,유통,편의점
2023.4.5,-2000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.4.5,-17900,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.4.4,-2000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.4.4,-42900,한식,ss001,요식/유흥,한식
2023.4.3,-1750,교통,ss040,여행/교통,교통
2023.4.3,-2400,교통,ss040,여행/교통,교통
2023.4.2,-2450,편의점,ss016,유통,편의점
2023.4.2,-12900,중식,ss004,요식/유흥,일식/중식/양식
2023.4.2,-1500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.4.2,-7500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.4.2,-5300,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.4.2,-67850,의복/의류,ss021,의류/잡화,의복/의류
2023.4.2,-5000,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.4.1,-13000,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.4.1,-18000,한식,ss001,요식/유흥,한식
2023.4.1,-2500,편의점,ss016,유통,편의점
2023.4.1,-2200,편의점,ss016,유통,편의점
2023.3.31,-10000,편의점,ss016,유통,편의점
2023.3.31,-4000,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.3.31,-1000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.29,-110770,일반병원,ss055,의료,병원
2023.3.29,-51590,일반병원,ss055,의료,병원
2023.3.28,-14000,온라인거래,ss068,전자상거래,전자상거래
2023.3.27,-8400,편의점,ss016,유통,편의점
2023.3.27,-15800,교통,ss040,여행/교통,교통
2023.3.26,-3900,온라인거래,ss068,전자상거래,전자상거래
2023.3.24,-148000,양식,ss003,요식/유흥,일식/중식/양식
2023.3.24,-6500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.24,-10300,편의점,ss016,유통,편의점
2023.3.24,-26700,교통,ss040,여행/교통,교통
2023.3.23,-4800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.22,-36000,유흥주점,ss011,요식/유흥,유흥
2023.3.22,-72000,온라인거래,ss068,전자상거래,전자상거래
2023.3.22,-1200,교통,ss040,여행/교통,교통
2023.3.21,-180000,스포츠시설,ss029,스포츠/문화/레저,스포츠/문화/레저
2023.3.21,-5200,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.3.21,-7000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.21,-5900,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.20,-24000,한식,ss001,요식/유흥,한식
2023.3.20,-10500,교통,ss040,여행/교통,교통
2023.3.18,-3100,편의점,ss016,유통,편의점
2023.3.18,-14075,온라인거래,ss068,전자상거래,전자상거래
2023.3.18,-10100,교통,ss040,여행/교통,교통
2023.3.17,70,한의원,ss057,의료,병원
2023.3.17,-70,한의원,ss057,의료,병원
2023.3.17,-2500,약국,ss058,의료,약국
2023.3.16,-1500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.16,-12500,한식,ss001,요식/유흥,한식
2023.3.15,-3500,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.3.14,-3700,편의점,ss016,유통,편의점
2023.3.14,-20000,한식,ss001,요식/유흥,한식
2023.3.13,-3300,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.3.13,-7500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.11,-20000,온라인거래,ss068,전자상거래,전자상거래
2023.3.11,-7700,교통,ss040,여행/교통,교통
2023.3.10,-58000,유흥주점,ss011,요식/유흥,유흥
2023.3.10,-2000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.3.10,-61000,한식,ss001,요식/유흥,한식
2023.3.10,-2000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.9,-5000,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.3.9,-8690,온라인거래,ss068,전자상거래,전자상거래
2023.3.9,-9900,화장품,ss043,미용,화장품
2023.3.9,-12620,패션/잡화,ss022,의류/잡화,패션/잡화
2023.3.9,-1000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.9,-12255,온라인거래,ss068,전자상거래,전자상거래
2023.3.8,-7700,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.3.8,-63560,화장품,ss043,미용,화장품
2023.3.7,-64300,의복/의류,ss021,의류/잡화,의복/의류
2023.3.7,-180370,의복/의류,ss021,의류/잡화,의복/의류
2023.3.6,-50000,온라인거래,ss068,전자상거래,전자상거래
2023.3.6,-1000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.5,-28500,온라인거래,ss068,전자상거래,전자상거래
2023.3.5,-7700,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.3.4,-5900,교통,ss040,여행/교통,교통
2023.3.3,-11900,화장품,ss043,미용,화장품
2023.3.3,-2000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.3,-3600,교통,ss040,여행/교통,교통
2023.3.3,-1250,교통,ss040,여행/교통,교통
2023.3.2,-37420,온라인거래,ss068,전자상거래,전자상거래
2023.3.2,-31200,한식,ss001,요식/유흥,한식
2023.3.2,-67850,의복/의류,ss021,의류/잡화,의복/의류
2023.3.2,-1000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.1,-5200,편의점,ss016,유통,편의점
2023.3.1,-69000,유흥주점,ss011,요식/유흥,유흥
2023.3.1,-5500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.1,-65000,미용서비스,ss042,미용,미용서비스
2023.2.28,-17500,온라인거래,ss068,전자상거래,전자상거래
2023.2.28,-4000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.2.28,-1300,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.2.27,-8600,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.2.26,-11000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.2.26,-23800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.2.26,-66000,한식,ss001,요식/유흥,한식
2023.2.26,-8900,온라인거래,ss068,전자상거래,전자상거래
2023.2.26,-3900,온라인거래,ss068,전자상거래,전자상거래
2023.2.26,-1250,교통,ss040,여행/교통,교통
2023.2.26,-1250,교통,ss040,여행/교통,교통
2023.2.26,-7900,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.2.26,-10800,교통,ss040,여행/교통,교통
2023.2.24,-31300,화장품,ss043,미용,화장품
2023.2.24,-2000,한의원,ss057,의료,병원
2023.2.24,-2700,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.2.23,-8700,편의점,ss016,유통,편의점
2023.2.22,-14000,한식,ss001,요식/유흥,한식
2023.2.22,-72000,온라인거래,ss068,전자상거래,전자상거래
2023.2.21,-7520,결제대행(PG),ss069,전자상거래,전자상거래
2023.2.21,-8900,교통,ss040,여행/교통,교통
2023.2.21,58500,교통,ss040,여행/교통,교통
2023.2.21,-9900,화장품,ss043,미용,화장품
2023.2.21,-8900,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.2.21,-65900,교통,ss040,여행/교통,교통
2023.2.21,-58500,교통,ss040,여행/교통,교통
2023.2.20,-58600,교통,ss040,여행/교통,교통
2023.2.20,-50700,교통,ss040,여행/교통,교통
2023.2.20,-50000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.2.20,-3650,편의점,ss016,유통,편의점
2023.2.20,-5300,교통,ss040,여행/교통,교통
2023.2.19,-118652,모텔/여관/기타숙박,ss036,여행/교통,숙박
2023.2.18,-3000,편의점,ss016,유통,편의점
2023.2.18,-10000,한식,ss001,요식/유흥,한식
2023.2.18,-6000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.2.18,-5000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.2.17,-11000,화장품,ss043,미용,화장품
2023.2.16,-12700,편의점,ss016,유통,편의점
2023.2.16,-1000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.2.15,-3900,편의점,ss016,유통,편의점
2023.2.15,-1000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.2.15,-100,교통,ss040,여행/교통,교통
2023.2.15,-1250,교통,ss040,여행/교통,교통
2023.2.14,-17000,온라인거래,ss068,전자상거래,전자상거래
2023.2.14,-1200,교통,ss040,여행/교통,교통
2023.2.14,-1250,교통,ss040,여행/교통,교통
2023.2.13,-9720,편의점,ss016,유통,편의점
2023.2.13,-7900,교통,ss040,여행/교통,교통
2023.2.12,-13200,편의점,ss016,유통,편의점
2023.2.12,-5000,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.2.12,-1250,교통,ss040,여행/교통,교통
2023.2.12,-1250,교통,ss040,여행/교통,교통
2023.2.12,-1250,교통,ss040,여행/교통,교통
2023.2.12,-51000,유흥주점,ss011,요식/유흥,유흥
2023.2.11,-2000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.2.11,-6600,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.2.11,-10500,교통,ss040,여행/교통,교통
2023.2.10,-6980,편의점,ss016,유통,편의점
2023.2.10,-21000,한식,ss001,요식/유흥,한식
2023.2.10,3800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.2.10,-3800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.2.10,-45000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.2.9,-8690,온라인거래,ss068,전자상거래,전자상거래
2023.2.9,-1000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.2.9,-12900,온라인거래,ss068,전자상거래,전자상거래
2023.2.8,-44000,한식,ss001,요식/유흥,한식
2023.2.8,-34300,온라인거래,ss068,전자상거래,전자상거래
2023.2.8,-65900,교통,ss040,여행/교통,교통
2023.2.8,-1000,한의원,ss057,의료,병원
2023.2.7,-65500,교통,ss040,여행/교통,교통
2023.2.7,-3000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.2.7,-3700,온라인거래,ss068,전자상거래,전자상거래
2023.2.6,-3000,노래방,ss009,요식/유흥,유흥
2023.2.6,-7000,편의점,ss016,유통,편의점
2023.2.6,-50000,온라인거래,ss068,전자상거래,전자상거래
2023.2.6,-4700,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.2.5,-28500,온라인거래,ss068,전자상거래,전자상거래
2023.2.5,-3890,결제대행(PG),ss069,전자상거래,전자상거래
2023.2.4,-53000,유흥주점,ss011,요식/유흥,유흥
2023.2.4,-25000,유흥주점,ss011,요식/유흥,유흥
2023.2.4,-4000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.2.3,-5900,슈퍼마켓,ss014,유통,할인점/슈퍼마켓
2023.2.3,-40000,온라인거래,ss068,전자상거래,전자상거래
2023.2.3,-7200,일반병원,ss055,의료,병원
2023.2.3,-3900,교통,ss040,여행/교통,교통
2023.2.3,-10100,교통,ss040,여행/교통,교통
2023.2.2,-3950,편의점,ss016,유통,편의점
2023.2.1,-2400,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.2.1,-3680,결제대행(PG),ss069,전자상거래,전자상거래
2023.2.1,-31200,한식,ss001,요식/유흥,한식
2023.2.1,-22000,온라인거래,ss068,전자상거래,전자상거래
2023.1.31,-29000,온라인거래,ss068,전자상거래,전자상거래
2023.1.31,-5000,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.1.31,-2000,기타요식,ss008,요식/유흥,기타요식
2023.1.31,-3720,결제대행(PG),ss069,전자상거래,전자상거래
2023.1.30,-24000,온라인거래,ss068,전자상거래,전자상거래
2023.1.30,-1500,편의점,ss016,유통,편의점
2023.1.29,-15600,기타요식,ss008,요식/유흥,기타요식
2023.1.29,-12500,편의점,ss016,유통,편의점
2023.1.28,-29000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.1.27,-49000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.1.27,-6500,한식,ss001,요식/유흥,한식
2023.1.26,-40500,유흥주점,ss011,요식/유흥,유흥
2023.1.26,-5600,편의점,ss016,유통,편의점
2023.1.26,-3900,온라인거래,ss068,전자상거래,전자상거래
2023.1.25,-8600,온라인거래,ss068,전자상거래,전자상거래
2023.1.25,-18500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.1.25,-1000,한의원,ss057,의료,병원
2023.1.24,-400,교통,ss040,여행/교통,교통
2023.1.23,-18500,기타요식,ss008,요식/유흥,기타요식
2023.1.23,-50,교통,ss040,여행/교통,교통
2023.1.23,-200,교통,ss040,여행/교통,교통
2023.1.23,-1200,교통,ss040,여행/교통,교통
2023.1.22,-1600,교통,ss040,여행/교통,교통
2023.1.20,-46800,온라인거래,ss068,전자상거래,전자상거래
2023.1.19,-30000,한식,ss001,요식/유흥,한식
2023.1.19,-7400,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.1.19,-52100,교통,ss040,여행/교통,교통
2023.1.19,-4700,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.1.19,-1200,교통,ss040,여행/교통,교통
2023.1.18,-11000,일식,ss002,요식/유흥,일식/중식/양식
2023.1.18,-11900,온라인거래,ss068,전자상거래,전자상거래
2023.1.18,-52100,교통,ss040,여행/교통,교통
2023.1.17,-26000,유흥주점,ss011,요식/유흥,유흥
2023.1.17,-9900,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.1.16,-15985,온라인거래,ss068,전자상거래,전자상거래
2023.1.16,-5100,한식,ss001,요식/유흥,한식
2023.1.16,-1700,결제대행(PG),ss069,전자상거래,전자상거래
2023.1.16,-28000,온라인거래,ss068,전자상거래,전자상거래
2023.1.15,-3800,교통,ss040,여행/교통,교통
2023.1.15,-15000,온라인거래,ss068,전자상거래,전자상거래
2023.1.12,-10500,온라인거래,ss068,전자상거래,전자상거래
2023.1.12,-2000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.1.10,-34000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.1.10,-10300,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.1.10,-5200,교통,ss040,여행/교통,교통
2023.1.9,-8690,온라인거래,ss068,전자상거래,전자상거래
2024.1.8,-70380,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2024.1.8,-96000,한식,ss001,요식/유흥,한식
2024.1.8,-32500,교통,ss040,여행/교통,교통
2024.1.8,-4080,편의점,ss016,유통,편의점
2024.1.7,-13000,교통,ss040,여행/교통,교통
2024.1.7,12900,교통,ss040,여행/교통,교통
2024.1.7,-12900,교통,ss040,여행/교통,교통
2024.1.5,-16900,온라인거래,ss068,전자상거래,전자상거래
2024.1.5,-13000,한식,ss001,요식/유흥,한식
2024.1.4,-11100,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2024.1.4,-10000,한식,ss001,요식/유흥,한식
2024.1.3,-3000,기타요식,ss008,요식/유흥,기타요식
2024.1.3,-2400,편의점,ss016,유통,편의점
2024.1.3,-6500,한식,ss001,요식/유흥,한식
2024.1.3,-4080,편의점,ss016,유통,편의점
2024.1.2,-7500,중식,ss004,요식/유흥,일식/중식/양식
2023.12.29,-25000,미용실,ss041,미용,미용서비스
2023.12.29,-6150,편의점,ss016,유통,편의점
2023.12.29,-13000,한식,ss001,요식/유흥,한식
2023.12.29,-89550,교통,ss040,여행/교통,교통
2023.12.29,-14600,온라인거래,ss068,전자상거래,전자상거래
2023.12.29,-37900,교통,ss040,여행/교통,교통
2023.12.27,-4080,편의점,ss016,유통,편의점
2023.12.26,-7900,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.12.23,-5900,결제대행(PG),ss069,전자상거래,전자상거래
2023.12.21,-9000,한식,ss001,요식/유흥,한식
2023.12.20,-3400,편의점,ss016,유통,편의점
2023.12.20,-10000,한식,ss001,요식/유흥,한식
2023.12.20,-2130,편의점,ss016,유통,편의점
2023.12.19,-5010,편의점,ss016,유통,편의점
2023.12.19,-9500,한식,ss001,요식/유흥,한식
2023.12.18,-1800,편의점,ss016,유통,편의점
2023.12.18,-13000,한식,ss001,요식/유흥,한식
2023.12.17,-4900,온라인거래,ss068,전자상거래,전자상거래
2023.12.16,-36200,종합레저시설,ss027,스포츠/문화/레저,스포츠/문화/레저
2023.12.15,-8440,보험,ss049,가정생활/서비스,각종요금
2023.12.15,-820,편의점,ss016,유통,편의점
2023.12.15,-2380,편의점,ss016,유통,편의점
2023.12.14,-11800,일식,ss002,요식/유흥,일식/중식/양식
2023.12.14,-11000,한식,ss001,요식/유흥,한식
2023.12.14,-4080,편의점,ss016,유통,편의점
2023.12.13,-13000,한식,ss001,요식/유흥,한식
2023.12.12,-2890,편의점,ss016,유통,편의점
2023.12.12,-8500,한식,ss001,요식/유흥,한식
2023.12.11,-4500,결제대행(PG),ss069,전자상거래,전자상거래
2023.12.11,-8000,한식,ss001,요식/유흥,한식
2023.12.11,-2170,편의점,ss016,유통,편의점
2023.12.7,-30000,한식,ss001,요식/유흥,한식
2023.12.7,-8500,한식,ss001,요식/유흥,한식
2023.12.6,-8500,한식,ss001,요식/유흥,한식
2023.12.6,-860,편의점,ss016,유통,편의점
2023.12.5,-10000,한식,ss001,요식/유흥,한식
2023.12.5,-4080,편의점,ss016,유통,편의점
2023.12.5,-55120,업무서비스,ss046,가정생활/서비스,서비스
2023.12.4,-2890,편의점,ss016,유통,편의점
2023.12.4,-9000,한식,ss001,요식/유흥,한식
2023.12.3,-1000,기타요식,ss008,요식/유흥,기타요식
2023.12.1,-19900,온라인거래,ss068,전자상거래,전자상거래
2023.12.1,-10000,한식,ss001,요식/유흥,한식
2023.12.1,-1700,편의점,ss016,유통,편의점
2023.11.30,-10000,한식,ss001,요식/유흥,한식
2023.11.30,-4080,편의점,ss016,유통,편의점
2023.11.30,-48000,교통,ss040,여행/교통,교통
2023.11.29,-6000,중식,ss004,요식/유흥,일식/중식/양식
2023.11.29,-23400,교통,ss040,여행/교통,교통
2023.11.28,-1890,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.11.28,-1830,편의점,ss016,유통,편의점
2023.11.28,-9000,한식,ss001,요식/유흥,한식
2023.11.27,-9000,중식,ss004,요식/유흥,일식/중식/양식
2023.11.26,-66600,교통,ss040,여행/교통,교통
2023.11.26,-20800,교통,ss040,여행/교통,교통
2023.11.26,-20900,온라인거래,ss068,전자상거래,전자상거래
2023.11.24,-30000,온라인거래,ss068,전자상거래,전자상거래
2023.11.24,-13000,한식,ss001,요식/유흥,한식
2023.11.24,-4080,편의점,ss016,유통,편의점
2023.11.23,-10000,온라인거래,ss068,전자상거래,전자상거래
2023.11.23,-2500,편의점,ss016,유통,편의점
2023.11.23,-147867,온라인거래,ss068,전자상거래,전자상거래
2023.11.23,-5900,결제대행(PG),ss069,전자상거래,전자상거래
2023.11.22,-6000,한식,ss001,요식/유흥,한식
2023.11.22,-12320,온라인거래,ss068,전자상거래,전자상거래
2023.11.21,-3060,편의점,ss016,유통,편의점
2023.11.21,-6000,한식,ss001,요식/유흥,한식
2023.11.21,-4080,편의점,ss016,유통,편의점
2023.11.20,-13900,일식,ss002,요식/유흥,일식/중식/양식
2023.11.20,-10000,한식,ss001,요식/유흥,한식
2023.11.19,-6500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.11.19,-9000,일식,ss002,요식/유흥,일식/중식/양식
2023.11.19,-6500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.11.17,-4900,온라인거래,ss068,전자상거래,전자상거래
2023.11.16,-4500,편의점,ss016,유통,편의점
2023.11.16,-10000,중식,ss004,요식/유흥,일식/중식/양식
2023.11.16,-1620,편의점,ss016,유통,편의점
2023.11.15,-8440,보험,ss049,가정생활/서비스,각종요금
2023.11.15,-9000,한식,ss001,요식/유흥,한식
2023.11.15,-4080,편의점,ss016,유통,편의점
2023.11.15,-7300,온라인거래,ss068,전자상거래,전자상거래
2023.11.14,-2130,편의점,ss016,유통,편의점
2023.11.14,-7500,중식,ss004,요식/유흥,일식/중식/양식
2023.11.13,-6500,기타요식,ss008,요식/유흥,기타요식
2023.11.13,-13000,한식,ss001,요식/유흥,한식
2023.11.13,-208030,패션/잡화,ss022,의류/잡화,패션/잡화
2023.11.13,-5000,약국,ss058,의료,약국
2023.11.13,-27700,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.11.13,-2040,편의점,ss016,유통,편의점
2023.11.11,-1700,온라인거래,ss068,전자상거래,전자상거래
2023.11.10,-1000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.11.10,-4000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.11.10,-10000,한식,ss001,요식/유흥,한식
2023.11.10,-4080,편의점,ss016,유통,편의점
2023.11.9,-93560,패션/잡화,ss022,의류/잡화,패션/잡화
2023.11.9,-6500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.11.8,-8000,한식,ss001,요식/유흥,한식
2023.11.7,-2000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.11.7,-10000,한식,ss001,요식/유흥,한식
2023.11.7,-4080,편의점,ss016,유통,편의점
2023.11.6,-3740,생활서비스,ss044,가정생활/서비스,서비스
2023.11.6,-10000,한식,ss001,요식/유흥,한식
2023.11.6,-2280,편의점,ss016,유통,편의점
2023.11.4,-13000,일식,ss002,요식/유흥,일식/중식/양식
2023.11.4,-2000,편의점,ss016,유통,편의점
2023.11.3,-7000,기타요식,ss008,요식/유흥,기타요식
2023.11.3,-1000,편의점,ss016,유통,편의점
2023.11.3,-17000,한식,ss001,요식/유흥,한식
2023.11.2,-6500,기타요식,ss008,요식/유흥,기타요식
2023.11.2,-8500,한식,ss001,요식/유흥,한식
2023.11.2,-5100,편의점,ss016,유통,편의점
2023.11.1,-2500,편의점,ss016,유통,편의점
2023.11.1,-9000,한식,ss001,요식/유흥,한식
2023.11.1,-40800,결제대행(PG),ss069,전자상거래,전자상거래
2023.10.31,-9000,한식,ss001,요식/유흥,한식
2023.10.30,-9600,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.10.30,-10000,한식,ss001,요식/유흥,한식
2023.10.30,-3270,편의점,ss016,유통,편의점
2023.10.29,-4000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.10.29,-1000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.10.29,-3000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.10.29,-8000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.10.29,-12000,중식,ss004,요식/유흥,일식/중식/양식
2023.10.29,-1800,편의점,ss016,유통,편의점
2023.10.29,-2320,온라인거래,ss068,전자상거래,전자상거래
2023.10.29,-1200,온라인거래,ss068,전자상거래,전자상거래
2023.10.27,-6400,편의점,ss016,유통,편의점
2023.10.27,-7000,기타요식,ss008,요식/유흥,기타요식
2023.10.27,-10000,한식,ss001,요식/유흥,한식
2023.10.26,-2780,온라인거래,ss068,전자상거래,전자상거래
2023.10.26,-7000,기타요식,ss008,요식/유흥,기타요식
2023.10.26,-9000,결제대행(PG),ss069,전자상거래,전자상거래
2023.10.26,-84450,교통,ss040,여행/교통,교통
2023.10.26,-27150,교통,ss040,여행/교통,교통
2023.10.25,-4000,약국,ss058,의료,약국
2023.10.25,-7000,기타요식,ss008,요식/유흥,기타요식
2023.10.25,-75005,패션/잡화,ss022,의류/잡화,패션/잡화
2023.10.25,-10000,한식,ss001,요식/유흥,한식
2023.10.25,-2400,편의점,ss016,유통,편의점
2023.10.24,-8500,한식,ss001,요식/유흥,한식
2023.10.23,-12000,중식,ss004,요식/유흥,일식/중식/양식
2023.10.23,-3800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.10.23,-6000,한식,ss001,요식/유흥,한식
2023.10.21,-3380,온라인거래,ss068,전자상거래,전자상거래
2023.10.21,-4990,온라인거래,ss068,전자상거래,전자상거래
2023.10.21,-17830,온라인거래,ss068,전자상거래,전자상거래
2023.10.20,-6000,한식,ss001,요식/유흥,한식
2023.10.19,-10000,한식,ss001,요식/유흥,한식
2023.10.19,-1000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.10.18,-1000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.10.18,-6000,한식,ss001,요식/유흥,한식
2023.10.17,-19700,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.10.17,-4900,편의점,ss016,유통,편의점
2023.10.17,-3200,편의점,ss016,유통,편의점
2023.10.17,-6000,한식,ss001,요식/유흥,한식
2023.10.17,-4900,온라인거래,ss068,전자상거래,전자상거래
2023.10.16,-8440,보험,ss049,가정생활/서비스,각종요금
2023.10.16,-9000,한식,ss001,요식/유흥,한식
2023.10.14,-13230,일식,ss002,요식/유흥,일식/중식/양식
2023.10.14,-1500,기타요식,ss008,요식/유흥,기타요식
2023.10.14,1000,기타요식,ss008,요식/유흥,기타요식
2023.10.14,-1000,기타요식,ss008,요식/유흥,기타요식
2023.10.13,-52110,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.10.13,-9500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.10.13,-8500,한식,ss001,요식/유흥,한식
2023.10.12,-6000,한식,ss001,요식/유흥,한식
2023.10.11,-10000,한식,ss001,요식/유흥,한식
2023.10.10,-11800,일식,ss002,요식/유흥,일식/중식/양식
2023.10.10,-3500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.10.10,-8500,한식,ss001,요식/유흥,한식
2023.10.10,-3740,생활서비스,ss044,가정생활/서비스,서비스
2023.10.10,-2400,편의점,ss016,유통,편의점
2023.10.9,-75000,결제대행(PG),ss069,전자상거래,전자상거래
2023.10.9,-19900,기타요식,ss008,요식/유흥,기타요식
2023.10.8,-13500,온라인거래,ss068,전자상거래,전자상거래
2023.10.7,-1500,결제대행(PG),ss069,전자상거래,전자상거래
2023.10.6,-7800,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
