날짜,금액,소분류,업종코드,대분류,중분류
2023.8.7,-1800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.6,-19210,슈퍼마켓,ss014,유통,할인점/슈퍼마켓
2023.8.6,-1200,교통,ss040,여행/교통,교통
2023.8.5,-450000,스포츠시설,ss029,스포츠/문화/레저,스포츠/문화/레저
2023.8.4,-1980,편의점,ss016,유통,편의점
2023.8.4,-7800,교통,ss040,여행/교통,교통
2023.8.4,-8600,교통,ss040,여행/교통,교통
2023.8.4,-3800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.4,-8000,한식,ss001,요식/유흥,한식
2023.8.4,-2200,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.4,-1200,교통,ss040,여행/교통,교통
2023.8.4,-1200,교통,ss040,여행/교통,교통
2023.8.4,-20600,교통,ss040,여행/교통,교통
2023.8.3,-5000,한식,ss001,요식/유흥,한식
2023.8.3,-10000,한식,ss001,요식/유흥,한식
2023.8.3,-30664,패션/잡화,ss022,의류/잡화,패션/잡화
2023.8.3,-2900,교통,ss040,여행/교통,교통
2023.8.1,-1200,한식,ss001,요식/유흥,한식
2023.8.1,-6500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.8.1,-6500,약국,ss058,의료,약국
2023.8.1,-7000,일반병원,ss055,의료,병원
2023.8.1,-12470,편의점,ss016,유통,편의점
2023.7.31,-3600,편의점,ss016,유통,편의점
2023.7.31,-36600,교통,ss040,여행/교통,교통
2023.7.31,-36600,교통,ss040,여행/교통,교통
2023.7.31,-56800,의복/의류,ss021,의류/잡화,의복/의류
2023.7.31,-3400,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.7.31,-4700,결제대행(PG),ss069,전자상거래,전자상거래
2023.7.31,-14100,결제대행(PG),ss069,전자상거래,전자상거래
2023.7.31,-4000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.7.29,-37000,유흥주점,ss011,요식/유흥,유흥
2023.7.28,-4000,유흥주점,ss011,요식/유흥,유흥
2023.7.28,-4000,유흥주점,ss011,요식/유흥,유흥
2023.7.28,-70000,유흥주점,ss011,요식/유흥,유흥
2023.7.28,-1200,교통,ss040,여행/교통,교통
2023.7.27,-17360,슈퍼마켓,ss014,유통,할인점/슈퍼마켓
2023.7.27,-12000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.7.26,-4300,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.7.25,-7100,편의점,ss016,유통,편의점
2023.7.25,-2000,편의점,ss016,유통,편의점
2023.7.24,-950000,스포츠시설,ss029,스포츠/문화/레저,스포츠/문화/레저
2023.7.24,-500000,스포츠시설,ss029,스포츠/문화/레저,스포츠/문화/레저
2023.7.24,-35000,항공,ss038,여행/교통,여행
2023.7.24,-400,교통,ss040,여행/교통,교통
2023.7.24,-1250,교통,ss040,여행/교통,교통
2023.7.23,-11380,편의점,ss016,유통,편의점
2023.7.22,-50000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.7.22,-7820,결제대행(PG),ss069,전자상거래,전자상거래
2023.7.22,-25300,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.7.21,-1600,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.7.21,-5500,일반병원,ss055,의료,병원
2023.7.21,-8000,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.7.21,-2100,편의점,ss016,유통,편의점
2023.7.21,-400,교통,ss040,여행/교통,교통
2023.7.21,-1250,교통,ss040,여행/교통,교통
2023.7.20,-33500,기타요식,ss008,요식/유흥,기타요식
2023.7.20,-1250,교통,ss040,여행/교통,교통
2023.7.20,-200,교통,ss040,여행/교통,교통
2023.7.20,-1250,교통,ss040,여행/교통,교통
2023.7.20,-200,교통,ss040,여행/교통,교통
2023.7.19,-37000,패션/잡화,ss022,의류/잡화,패션/잡화
2023.7.19,-15000,한식,ss001,요식/유흥,한식
2023.7.19,-4950,편의점,ss016,유통,편의점
2023.7.19,-100000,종합레저시설,ss027,스포츠/문화/레저,스포츠/문화/레저
2023.7.19,-3000,편의점,ss016,유통,편의점
2023.7.19,-30000,편의점,ss016,유통,편의점
2023.7.17,-5000,패션/잡화,ss022,의류/잡화,패션/잡화
2023.7.17,-13000,패션/잡화,ss022,의류/잡화,패션/잡화
2023.7.17,-8400,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.7.17,-9000,세탁소,ss045,가정생활/서비스,서비스
2023.7.17,-2000,결제대행(PG),ss069,전자상거래,전자상거래
2023.7.17,-29000,교통,ss040,여행/교통,교통
2023.7.17,-2700,교통,ss040,여행/교통,교통
2023.7.16,-1900,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.7.16,-1250,교통,ss040,여행/교통,교통
2023.7.16,-200,교통,ss040,여행/교통,교통
2023.7.16,-22000,유흥주점,ss011,요식/유흥,유흥
2023.7.14,-82071,패션/잡화,ss022,의류/잡화,패션/잡화
2023.7.14,-8700,기타요식,ss008,요식/유흥,기타요식
2023.7.14,-1200,교통,ss040,여행/교통,교통
2023.7.14,-1450,교통,ss040,여행/교통,교통
2023.7.14,-1200,교통,ss040,여행/교통,교통
2023.7.14,-1200,교통,ss040,여행/교통,교통
2023.7.13,-18000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.7.13,-115200,항공,ss038,여행/교통,여행
2023.7.12,-15460,슈퍼마켓,ss014,유통,할인점/슈퍼마켓
2023.7.12,-5000,약국,ss058,의료,약국
2023.7.12,-300,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.7.12,-4600,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.7.12,-10000,중식,ss004,요식/유흥,일식/중식/양식
2023.7.10,-11130,슈퍼마켓,ss014,유통,할인점/슈퍼마켓
2023.7.10,-6100,약국,ss058,의료,약국
2023.7.10,-5100,일반병원,ss055,의료,병원
2023.7.10,-13500,일반병원,ss055,의료,병원
2023.7.9,-11400,편의점,ss016,유통,편의점
2023.7.8,-1300,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.7.8,-13890,결제대행(PG),ss069,전자상거래,전자상거래
2023.7.8,-10200,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.7.8,-11500,교통,ss040,여행/교통,교통
2023.7.8,-14000,유흥주점,ss011,요식/유흥,유흥
2023.7.7,-89200,항공,ss038,여행/교통,여행
2023.7.6,-5500,일반병원,ss055,의료,병원
2023.7.6,-1900,결제대행(PG),ss069,전자상거래,전자상거래
2023.7.5,-1800,편의점,ss016,유통,편의점
2023.7.5,-36000,일식,ss002,요식/유흥,일식/중식/양식
2023.7.5,-1900,유흥주점,ss011,요식/유흥,유흥
2023.7.5,-30000,양식,ss003,요식/유흥,일식/중식/양식
2023.7.5,-6000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.7.5,-450000,스포츠시설,ss029,스포츠/문화/레저,스포츠/문화/레저
2023.7.4,-2000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.7.3,-5600,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.7.3,-3600,슈퍼마켓,ss014,유통,할인점/슈퍼마켓
2023.7.3,-4050,결제대행(PG),ss069,전자상거래,전자상거래
2023.7.3,-13500,일반병원,ss055,의료,병원
2023.7.3,-1200,교통,ss040,여행/교통,교통
2023.7.3,-5250,교통,ss040,여행/교통,교통
2023.7.2,-2400,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.7.1,-200000,취미/전문학원,ss093,교육/학원,학원
2023.7.1,-12200,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.7.1,-3000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.6.30,-7700,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.6.30,-30000,화장품,ss043,미용,화장품
2023.6.30,-8570,화장품,ss043,미용,화장품
2023.6.30,5670,화장품,ss043,미용,화장품
2023.6.30,-5670,화장품,ss043,미용,화장품
2023.6.29,-1620,편의점,ss016,유통,편의점
2023.6.29,-11590,온라인거래,ss068,전자상거래,전자상거래
2023.6.29,-5800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.6.29,-5500,일반병원,ss055,의료,병원
2023.6.29,-67981,온라인거래,ss068,전자상거래,전자상거래
2023.6.28,-3800,온라인거래,ss068,전자상거래,전자상거래
2023.6.28,-2000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.6.27,-8360,화장품,ss043,미용,화장품
2023.6.27,-5670,화장품,ss043,미용,화장품
2023.6.26,-13500,일반병원,ss055,의료,병원
2023.6.26,-6450,결제대행(PG),ss069,전자상거래,전자상거래
2023.6.24,-7500,약국,ss058,의료,약국
2023.6.22,-12500,화장품,ss043,미용,화장품
2023.6.22,-2200,편의점,ss016,유통,편의점
2023.6.22,-33450,의복/의류,ss021,의류/잡화,의복/의류
2023.6.22,-1200,교통,ss040,여행/교통,교통
2023.6.22,-10000,온라인거래,ss068,전자상거래,전자상거래
2023.6.21,-1700,결제대행(PG),ss069,전자상거래,전자상거래
2023.6.21,-7000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.6.21,4000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.6.21,-10000,백화점,ss012,유통,백화점
2023.6.21,-16900,백화점,ss012,유통,백화점
2023.6.21,-17900,백화점,ss012,유통,백화점
2023.6.21,-4000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.6.21,-1200,교통,ss040,여행/교통,교통
2023.6.21,-1200,교통,ss040,여행/교통,교통
2023.6.20,-4900,약국,ss058,의료,약국
2023.6.20,-5500,일반병원,ss055,의료,병원
2023.6.19,-30900,온라인거래,ss068,전자상거래,전자상거래
2023.6.18,-5500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.6.18,-40000,한식,ss001,요식/유흥,한식
2023.6.17,-9100,교통,ss040,여행/교통,교통
2023.6.17,-12900,교통,ss040,여행/교통,교통
2023.6.16,-2400,약국,ss058,의료,약국
2023.6.16,-11300,일반병원,ss055,의료,병원
2023.6.16,-17140,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.6.15,-15600,온라인거래,ss068,전자상거래,전자상거래
2023.6.15,-7100,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.6.14,-14100,교통,ss040,여행/교통,교통
2023.6.14,-15000,한식,ss001,요식/유흥,한식
2023.6.14,-13000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.6.14,-32000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.6.13,-4500,한식,ss001,요식/유흥,한식
2023.6.13,-18900,온라인거래,ss068,전자상거래,전자상거래
2023.6.13,-36110,온라인거래,ss068,전자상거래,전자상거래
2023.6.13,-9200,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.6.13,-1200,교통,ss040,여행/교통,교통
2023.6.13,-1200,교통,ss040,여행/교통,교통
2023.6.13,-68000,일식,ss002,요식/유흥,일식/중식/양식
2023.6.11,-12000,교통,ss040,여행/교통,교통
2023.6.11,-5400,교통,ss040,여행/교통,교통
2023.6.10,-6000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.6.9,-10440,편의점,ss016,유통,편의점
2023.6.9,-8690,온라인거래,ss068,전자상거래,전자상거래
2023.6.9,-1000,한식,ss001,요식/유흥,한식
2023.6.9,-1250,교통,ss040,여행/교통,교통
2023.6.8,-1500,편의점,ss016,유통,편의점
2023.6.8,-4830,편의점,ss016,유통,편의점
2023.6.7,-5500,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.6.7,-5700,교통,ss040,여행/교통,교통
2023.6.7,-2000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.6.6,100000,노래방,ss009,요식/유흥,유흥
2023.6.6,-100000,노래방,ss009,요식/유흥,유흥
2023.6.6,-4500,유흥주점,ss011,요식/유흥,유흥
2023.6.6,-4500,유흥주점,ss011,요식/유흥,유흥
2023.6.6,-10500,교통,ss040,여행/교통,교통
2023.6.5,-13400,온라인거래,ss068,전자상거래,전자상거래
2023.6.5,-10000,온라인거래,ss068,전자상거래,전자상거래
2023.6.5,-3000,한식,ss001,요식/유흥,한식
2023.6.5,-1250,교통,ss040,여행/교통,교통
2023.6.5,-1250,교통,ss040,여행/교통,교통
2023.6.4,-14700,편의점,ss016,유통,편의점
2023.6.3,-50000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.6.3,-14000,교통,ss040,여행/교통,교통
2023.6.3,-100,교통,ss040,여행/교통,교통
2023.6.3,-1250,교통,ss040,여행/교통,교통
2023.6.3,-1250,교통,ss040,여행/교통,교통
2023.6.2,-1550,교통,ss040,여행/교통,교통
2023.6.2,-20850,교통,ss040,여행/교통,교통
2023.6.2,-4310,화장품,ss043,미용,화장품
2023.6.1,-9500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.6.1,-12900,화장품,ss043,미용,화장품
2023.6.1,-1250,교통,ss040,여행/교통,교통
2023.6.1,-1250,교통,ss040,여행/교통,교통
2023.5.31,-8000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.5.31,-28000,한식,ss001,요식/유흥,한식
2023.5.31,-39000,한식,ss001,요식/유흥,한식
2023.5.30,-13900,한식,ss001,요식/유흥,한식
2023.5.30,-24000,한식,ss001,요식/유흥,한식
2023.5.30,-1620,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.30,-39900,백화점,ss012,유통,백화점
2023.5.30,-4000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.5.29,-110770,일반병원,ss055,의료,병원
2023.5.29,-2100,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.29,-1250,교통,ss040,여행/교통,교통
2023.5.29,-100,교통,ss040,여행/교통,교통
2023.5.29,-100,교통,ss040,여행/교통,교통
2023.5.29,-2450,교통,ss040,여행/교통,교통
2023.5.28,-10200,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.5.28,-4500,편의점,ss016,유통,편의점
2023.5.26,-3900,온라인거래,ss068,전자상거래,전자상거래
2023.5.26,-1200,교통,ss040,여행/교통,교통
2023.5.25,-63800,온라인거래,ss068,전자상거래,전자상거래
2023.5.25,-5000,의복/의류,ss021,의류/잡화,의복/의류
2023.5.25,-11800,기타요식,ss008,요식/유흥,기타요식
2023.5.25,-1200,교통,ss040,여행/교통,교통
2023.5.24,-2700,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.5.24,-15000,한식,ss001,요식/유흥,한식
2023.5.24,-8800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.24,-5200,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.5.24,-17500,교통,ss040,여행/교통,교통
2023.5.23,-7800,교통,ss040,여행/교통,교통
2023.5.23,-10500,편의점,ss016,유통,편의점
2023.5.23,-18000,유흥주점,ss011,요식/유흥,유흥
2023.5.23,-27900,온라인거래,ss068,전자상거래,전자상거래
2023.5.23,-2200,편의점,ss016,유통,편의점
2023.5.23,-39253,온라인거래,ss068,전자상거래,전자상거래
2023.5.22,-5000,온라인거래,ss068,전자상거래,전자상거래
2023.5.22,-1700,편의점,ss016,유통,편의점
2023.5.22,-37000,한식,ss001,요식/유흥,한식
2023.5.22,-22800,일식,ss002,요식/유흥,일식/중식/양식
2023.5.22,-33450,의복/의류,ss021,의류/잡화,의복/의류
2023.5.22,-20000,온라인거래,ss068,전자상거래,전자상거래
2023.5.22,-8000,약국,ss058,의료,약국
2023.5.21,-180000,스포츠시설,ss029,스포츠/문화/레저,스포츠/문화/레저
2023.5.21,-14900,온라인거래,ss068,전자상거래,전자상거래
2023.5.21,-32720,패션/잡화,ss022,의류/잡화,패션/잡화
2023.5.20,-1250,교통,ss040,여행/교통,교통
2023.5.18,-3700,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.18,-17400,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.17,-19800,화장품,ss043,미용,화장품
2023.5.17,-20000,패션/잡화,ss022,의류/잡화,패션/잡화
2023.5.17,-13900,한식,ss001,요식/유흥,한식
2023.5.16,-8500,편의점,ss016,유통,편의점
2023.5.16,20000,한식,ss001,요식/유흥,한식
2023.5.16,-6500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.16,-6500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.15,-5000,업무서비스,ss046,가정생활/서비스,서비스
2023.5.15,-28000,유흥주점,ss011,요식/유흥,유흥
2023.5.15,-100,교통,ss040,여행/교통,교통
2023.5.15,-100,교통,ss040,여행/교통,교통
2023.5.15,-350,교통,ss040,여행/교통,교통
2023.5.15,-1250,교통,ss040,여행/교통,교통
2023.5.15,-1250,교통,ss040,여행/교통,교통
2023.5.15,-900,교통,ss040,여행/교통,교통
2023.5.15,-100,교통,ss040,여행/교통,교통
2023.5.15,-1250,교통,ss040,여행/교통,교통
2023.5.15,-1250,교통,ss040,여행/교통,교통
2023.5.15,-16800,교통,ss040,여행/교통,교통
2023.5.15,-2000,유흥주점,ss011,요식/유흥,유흥
2023.5.15,-37000,유흥주점,ss011,요식/유흥,유흥
2023.5.15,-2500,교통,ss040,여행/교통,교통
2023.5.15,-16900,교통,ss040,여행/교통,교통
2023.5.15,-10000,편의점,ss016,유통,편의점
2023.5.14,-1200,교통,ss040,여행/교통,교통
2023.5.14,-1200,교통,ss040,여행/교통,교통
2023.5.13,-1250,교통,ss040,여행/교통,교통
2023.5.13,-1250,교통,ss040,여행/교통,교통
2023.5.13,-15900,편의점,ss016,유통,편의점
2023.5.13,-15700,교통,ss040,여행/교통,교통
2023.5.13,-30000,유흥주점,ss011,요식/유흥,유흥
2023.5.13,-30000,유흥주점,ss011,요식/유흥,유흥
2023.5.12,-15000,유흥주점,ss011,요식/유흥,유흥
2023.5.12,-5000,유흥주점,ss011,요식/유흥,유흥
