name,category,benefits
LFmall 신용카드,"['쇼핑', '포인트/캐시백']","[' LFmall 이용 시 5% 할인', '전월실적, 적립한도 없이 0.5%적립']"
KB국민 코웨이Ⅱ카드,"['렌탈', '포인트/캐시백', '레저']","['코웨이 렌탈료 월최대 2만원 청구할인', '코웨이 이용금액 연간리워드 적립', '놀이공원 30~50% 현장할인']"
NH농협 올바른OIL카드,"['주유소', '커피전문점', '편의점', '교통', '자동차서비스']","['주유소시 L당 100~150원 청구할인주유소 할인 연계 NH포인트 자동사용', '스타벅스/이디야 10% NH포인트적립', 'CU, GS25 5% NH포인트 적립', '버스,지하철,택시 5% NH포인트적립', '카카오T대리 10% NH포인트적립자동차서비스 오아시스 차량 경정비 현장 할인']"
삼성 BIZ iD BENEFIT 카드,"['언제나할인', '금융', '생활서비스', '쇼핑', '할인점/슈퍼마켓', '주유소', '통신', '렌탈']","['국내 가맹점 0.5% 결제일 할인', '4대 사회보험 1.5% 결제일할인부가세환급 편의지원서비스전자세금계산서 월 250건 무료', '도시가스요금·전기요금 1.5% 할인', '온라인쇼핑몰·해외 1.5% 결제일할인', '할인점 1.5% 결제일할인', '주유소·전기차충전요금 3% 결제일할인', '이동통신·인터넷/유선통신 3% 할인', '렌탈·보안·방역 3% 결제일할인']"
현대카드ZERO Edition2(할인형),"['연회비지원', '할인점/슈퍼마켓', '편의점', '교통', '커피전문점', '언제나할인', '결제대행(PG)']","['신규회원 Welcome 이벤트', '대형 할인점 1.5% 청구할인', '편의점 1.5% 청구할인', '교통 1.5%청구할인', '커피 전문점 1.5% 청구할인', '국내외 가맹점 청구할인', '온라인 결제대행(PG) 서비스1.5%청구할인']"
삼성 iD ENERGY 카드,"['연회비지원', '자동차서비스', '하이패스', '교통', '커피전문점', '주유소']","['온라인신규회원 연회비 100% 캐시백(삼성개인신용카드 신규발급 시 제공)', '주차장·대리운전 10% 결제일할인스피드메이트 차량 점검 서비스', '고속도로 통행료 10% 결제일할인', '버스·지하철·택시 10% 결제일할인', '스타벅스 DT 30% 결제일할인', '주유소 건별 10,000원 결제일할인전기차 충전요금 10% 결제일할인']"
원더카드 DAILY,"['교통', '편의점', '문화', '쇼핑']","['교통 10%할인', '편의점 10% 청구할인', '영상스트리밍 40% 청구할인', '온라인식품 & 쇼핑 10% 할인']"
디지로카 Monaco,"['연회비지원', '언제나할인', '쇼핑', '결제대행(PG)', '바우처', '한식/일식/중식/양식', '통신', '문화', '프리미엄']","['신규회원 연회비 100% 캐시백이벤트롯데카드 첫 발급 고객 혜택!', '국내외 가맹점에서 1% 할인실적·한도 없이 혜택 제공', '온라인 쇼핑 최대 5% 결제일 할인', '네이버페이 최대 5% 결제일 할인', '롯데상품권카드 5만원 증정', '배달앱 5% 결제일 할인', '이동통신 업종 5% 결제일 할인', '스트리밍 서비스 50% 결제일 할인', 'Mastercard Platinum']"
롯데백화점 롯데카드,"['연회비지원', '쇼핑']","['신규회원 연회비 100% 캐시백이벤트롯데카드 온라인 신청 특별 혜택', '롯데백화점 15% 청구할인 서비스롯데백화점 5%현장할인 e-쿠폰 제공롯데백화점 12개월 할부 서비스']"
카드의정석 NEW우리V카드,"['할인점/슈퍼마켓', '쇼핑', '주유소', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '교육', '한식/일식/중식/양식', '커피전문점', '통신', '영화/공연', '레저', '금융', '체크카드겸용']","['전국 할인점/슈퍼마켓 5%청구할인', '전국 백화점 5% 청구할인', '전국 주유소소 5% 청구할인', '전국 병의원 5% 청구할인', '전국 모든 학원 5%청구할인', '패밀리레스토랑 할인', '커피 20% 청구할인', '통신비 자동이체 3%청구할인', '영화/공연관람권 6천원 청구할인', '놀이공원 할인골프부킹호텔 할인', '우리은행 수수료 면제서비스할부전환 서비스무이자할부 서비스', 'Two-in-one 결제서비스']"
현대카드Z ontact,"['문화', '쇼핑', '한식/일식/중식/양식', '커피전문점', '결제대행(PG)']","['넷플릭스, 유튜브프리미엄, 왓챠 등디지털콘텐츠 이용금액의 30%청구할인', '온라인쇼핑 월 멤버십이용금액 70% 청구할인', '배달 앱 이용금액의 10%청구할인', '커피전문점 스마트오더이용금액의 50% 청구할인', '온라인 결제대행(PG) 서비스이용금액 10% 청구할인']"
NH농협 올바른POINT UP 카드,"['포인트/캐시백', '프리미엄', '금융']","['적립한도없이 0.7~2%NH포인트적립', '국제공항 라운지 무료이용', '이체수수료 통합 월 10회 면제']"
NH농협 SOHO 다사로이+카드,"['생활서비스', '커피전문점', '문화', '언제나할인', '쇼핑', '프리미엄']","['4대사회보험·전기요금 5% 특별할인', '스타벅스 30% 특별할인', '넷플릭스, 멜론 30% 특별할인', '국내, 해외 이용가맹점 0.5% 할인', '사업경비,해외요금0.5%~1.5%할인', '국제 브랜드 프리미엄 서비스 제공']"
신세계 THE S VIP 삼성카드,"['쇼핑', '언제나할인', '영화/공연', '커피전문점', '한식/일식/중식/양식', '레저', '교육', '할인점/슈퍼마켓', '통신', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '자동차서비스', '프리미엄']","['신세계백화점 1% 결제일할인신세계백화점 제휴 서비스', '모든 가맹점 0.5% 결제일할인', '모든 영화/공연관 1만원 결제일할인', '커피전문점 20% 결제일할인', 'VIPS·계절밥상 2만원 결제일할인', '놀이공원 50%·워터파크 30% 할인', '교육 1.5% 결제일할인', '할인점 1.5% 결제일할인', '이동통신 1.5% 결제일할인', '병원, 약국 1.5% 결제일할인', '닥터카서비스 엔진오일교환 2만원 할인', '공항라운지 무료, 호텔 무료 발렛파킹(해외겸용카드 신청 시)']"
NH농협 SOHO 다사로이OIL카드,"['주유소', '생활서비스', '통신', '자동차서비스', '결제대행(PG)']","['전 주유소소 및 LPG 5% 청구할인', '4대사회보험·전기요금 0.5%청구할인', '이동통신 요금 0.5% 청구할인', '엔진오일 및 와이퍼 무료교환 서비스차량 구매액 1% 청구할인', '카카오T대리 자동결제 10% 청구할인']"
the Purple osee,"['항공', '포인트/캐시백', '바우처', 'Priority Pass', '프리미엄', '문화', '한식/일식/중식/양식']","['항공형 선택시 마일리지 적립연 1회 로열티 보너스 제공(연간 4천만원 이용시, 옵션 택1)', 'M포인트형 선택 시 M포인트 적립연 1회 로열티 보너스 제공(연간 4천만원 이용시, 옵션 택1)', '트래블/호텔/쇼핑 영역에서연1회 최대60만원 상당 바우처 제공(취향대로 직접 설계, 사용 가능)', '전세계 공항 라운지 무료 이용 가능한Priority Pass 카드 제공', '특수 소재 플레이트 무료 제공무료발레파킹서비스제공(호텔 및 공항)the Purple 회원전용상담데스크', '현대카드 슈퍼콘서트회원 전용 선예매 혜택 제공', '현대카드 클럽서비스 이용 시 우대혜택']"
신세계 the Mile 하나카드,['항공'],['신세계 5천원 결제 시 10마일 적립국내/외 가맹점 결제 시 7마일 적립']
LOCA LIKIT Shop,"['연회비지원', '편의점', '쇼핑', '화장품']","['신규회원 연회비 100% 캐시백이벤트롯데카드 온라인신청 특별 혜택', 'LOCA LIKIT Shop으로편의점 60% 결제일 할인', 'LOCA LIKIT Shop으로온라인 쇼핑?쇼핑 멤버십 60% 할인', 'LOCA LIKIT Shop으로미용실 60% 결제일 할인']"
신한카드 Deep Once,"['연회비지원', '생활서비스', '문화', '렌탈']","['신규 고객 연회비 100% 캐시백!신규 회원이면 누구나 참여 가능!', '공과금 납부 연간 최대 21만P 적립월 최대 6,000 포인트 적립', '넷플릭스,멜론 등 연 최대21만P적립월 최대 6,000포인트 적립', '렌탈서비스 연간 최대 42만P 적립월 최대 7,000 포인트 적립']"
삼성 iD VITA 카드,"['연회비지원', '금융', '할인점/슈퍼마켓', '렌탈', '통신', '쇼핑', '언제나할인', '종합병원/일반병원/치과병원/한의원/약국/기타의료']","['온라인신규회원 연회비 100% 캐시백(삼성개인신용카드 신규발급 시 제공)', '보험 10% 결제일할인', '할인점 10% 결제일할인', '렌탈 10% 결제일할인', '이동통신 10% 결제일할인', '온라인쇼핑몰멤버십 10% 결제일할인[화장품] 헬스/화장품 20% 결제일할인', '해외 1% 결제일할인', '병원, 의원, 약국 20% 결제일할인']"
KB국민 SK매직 올림카드,"['렌탈', '레저', '영화/공연']","['SK매직 렌탈료 최대 2만원 청구할인', '롯데월드, 에버랜드 50% 할인캐리비안베이 30% 할인', '1매당 3,500원 청구할인인터파크 영화/공연 예매 시 ']"
신한카드 Deep Making,"['연회비지원', '포인트/캐시백', '커피전문점', '레저', '통신', '편의점', '주유소', '쇼핑', '한식/일식/중식/양식', '교육', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '교통', '프리미엄']","['신규 고객 연회비 100% 캐시백!신규 회원이면 누구나 참여 가능!', '혜택에 맞춰 총 포인트 적립 17% 쇼핑,여행,푸드,생활 다양한 적립혜택', '스타벅스·커피빈 등 최대 5% 적립베이커리 최대 5% 포인트 적립', '항공권 결제 최대 5% 적립해외 일시불 결제 최대 5% 적립', '통신사 자동이체 최대 5% 포인트적립', 'GS25·CU 등 최대 5% 적립', '주유소소·충전소 최대 5% 포인트 적립', '주요 백화점 최대 5% 포인트 적립할인점/슈퍼마켓 최대 5% 포인트 적립홈쇼핑 최대 5% 포인트적립G마켓·옥션·11번가 최대 5% 적립소셜커머스 최대 5% 포인트 적립패션·화장품 최대 5% 포인트 적립', '요기요·배달의민족 최대 5% 적립', '학원·학습지 업종 최대 5% 적립', '병원·동물병원 최대 5% 적립', '버스·지하철 최대 5% 적립', '면세점 최대 5% 적립']"
삼성카드 & MILEAGE PLATINUM(스카이패스),"['연회비지원', '프리미엄', '쇼핑', '주유소', '커피전문점', '편의점', '교통', '항공']","['온라인신규회원 연회비 100% 캐시백(삼성개인신용카드 신규발급 시 제공)', '면세점·호텔·스파 등 아멕스 서비스인천공항 마티나라운지, 발렛파킹 무료', '신세계·롯데·현대·갤러리아 등1천원당 스카이패스 2마일리지 적립', 'S-OIL·GS칼텍스·SK에너지 등1천원당 스카이패스 2마일리지 적립', '스타벅스·커피빈·카페베네·할리스 등1천원당 스카이패스 2마일리지 적립', 'CU·세븐일레븐·GS25·미니스톱 등1천원당 스카이패스 2마일리지 적립', '택시 천원당 스카이패스 2마일리지적립', '스카이패스 1천원당 1마일리지 적립특별적립처 1천원당 2마일리지 적립']"
신한카드 Deep Once Plus,"['연회비지원', '생활서비스', '문화', '커피전문점', '렌탈']","['신규 고객 연회비 100% 캐시백!신규 회원이면 누구나 참여 가능!', '공과금 납부 연간 최대 21만P 적립월 최대 6,000포인트 적립', '넷플릭스,멜론 등 연 최대21만P적립월 최대 6,000포인트 적립', '카페,편의점, 해외 연 최대9만P적립월 최대 3,000포인트 적립', '렌탈비 연간 최대 42만P 적립월 최대 7,000포인트 적립']"
신한카드 Simple+,"['연회비지원', '포인트/캐시백', '커피전문점', '편의점', '할인점/슈퍼마켓', '통신', '쇼핑', '한식/일식/중식/양식', '영화/공연', '교통', '문화', '화장품', '생활서비스', '주유소', '육아', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '교육', '레저', '언제나할인']","['신규 고객 연회비 100% 캐시백!신규 회원이면 누구나 참여 가능!', '1천원 미만 잔돈(Coin)은 할인!이동통신요금 자동이체시 추가 0.7%', '커피전문점 이용금액 0.7% 캐시백2만원~10만원 결제금액 잔돈 할인!', '주요 편의점 이용금액 0.7% 캐시백2만원~10만원 결제금액 잔돈 할인!', '할인점/슈퍼마켓 이용금액 0.7% 캐시백!2만원~10만원 결제금액 잔돈 할인!', '이동통신요금 0.7% 캐시백 제공SKT·KT·LG자동이체시 총1.4%', '전월실적 상관없이 0.7% 캐시백!2만원~10만원 결제금액 잔돈 할인!', '전월실적 상관없이 0.7% 캐시백!2만원~10만원 결제금액 잔돈 할인!', '온라인 영화/공연 예매 할인', '교통 이용금액 0.7% 캐시백!전월실적 상관없이 캐시백 혜택 제공', '모든 문화 이용금액 0.7% 캐시백전월실적 상관없이 캐시백 혜택 제공', '화장품업종 전 가맹점 0.7% 캐시백전월실적 상관없이 캐시백 혜택 제공', '생활서비스 결제금액 0.7% 캐시백전월실적 상관없이 캐시백 혜택 제공', '주유소 이용금액 0.7% 캐시백 제공!전월실적 상관없이 캐시백 혜택 제공', '모든 육아 결제금액 0.7% 캐시백전월실적 상관없이 캐시백 혜택 제공', '전월실적 상관없이 0.7% 캐시백!2만원~10만원 결제금액 잔돈 할인', '전국 교육 가맹점 0.7% 캐시백!전월실적 상관없이 캐시백 혜택 제공', '레저업종 전 가맹점 0.7% 캐시백!전월실적 상관없이 캐시백 혜택 제공', '전월실적 상관없이 0.7% 캐시백!']"
THE iD. TITANIUM (포인트),"['연회비지원', '포인트/캐시백', '문화', '레저', '쇼핑', '바우처', '프리미엄']","['온라인신규회원 연회비 10만원 캐시백(삼성개인신용카드 신규발급 시 제공)', '국내 가맹점 1.2% 빅포인트 적립특별 가맹점 1.5% 빅포인트 적립', '라이프스타일 50,000원 할인', '라이프스타일 50,000원 할인', '라이프스타일 50,000원 할인', '기프트 서비스 (택 2) ', '국내외 공항 라운지 무료 서비스VISA 프리미엄 서비스국내 특급 호텔 발렛파킹 서비스인천/김포공항 발렛파킹 서비스Dining Privilege 서비스특수 소재 카드']"
LOTTE ONers 롯데카드,['쇼핑'],['L.POINT 최대 3% 적립']
LOCA PLATINUM(마일리지형),"['항공', '바우처', '프리미엄']","['기본적립 1,500원당 1마일리지특별적립 1,000원당 1마일리지', '특급호텔 F&B 5만원 이용권', 'Mastercard Platinum']"
NH농협 SOHO 다사로이카드,"['생활서비스', '언제나할인', '쇼핑']","['4대사회보험·전기요금 5% 특별할인', '국내·해외 이용가맹점 0.5% 할인', '사업경비·해외요금0.5%~1%추가할인']"
IBK I-알뜰교통 플러스,"['교통', '주유소', '통신', '한식/일식/중식/양식', '영화/공연', '레저']","['교통 최대 회당 300원 할인!', '휘발유, 등유, 경유, LPG 포함!', 'SKT, KT, LG U+ 통신3사', '패밀리 레스토랑 아웃백, 빕스 등', '인터파크, CGV 통해 예매시', '레저']"
My Trip SKYPASS 카드,"['항공', '레저']","['대한항공 마일리지 적립한도 없이 적립', '진에어 항공권 구매 시 5% 청구할인']"
KB국민 와이즈홈카드,"['생활서비스', '통신', '교육', '교통', '할인점/슈퍼마켓']","['아파트 생활서비스 자동납부시 10% 할인', '휴대폰요금 자동납부시 10% 할인', '학원 및 독서실 업종 5% 할인', '버스, 지하철 5% 할인', '이마트, 롯데마트, 홈플러스 5%할인']"
THE iD. PLATINUM (포인트),"['연회비지원', '포인트/캐시백', '문화', '커피전문점', '바우처', '프리미엄']","['온라인신규회원 연회비 10만원 캐시백(삼성개인신용카드 신규발급 시 제공)', '국내 가맹점 1% 빅포인트 적립생활 편의영역 1.2% 빅포인트 적립특별 가맹점 1.5% 빅포인트 적립', '디지털콘텐츠 50% 할인', '스타벅스 3,000원 할인', '기프트 서비스 (택 1) ', '국내외 공항 라운지 무료 서비스Mastercard 프리미엄 서비스국내 특급 호텔 무료 발렛파킹인천공항 무료 발렛파킹Dine with Mastercard특수 소재 카드']"
모두렌탈 KB국민카드,['렌탈'],['모두렌탈 자동납부요금매월 최대 1만7천원 할인']
LOCA 환승 카드,"['연회비지원', '포인트/캐시백']","['신규회원 연회비 100% 캐시백롯데카드 온라인 신청 특별 혜택', '최대 5만원 환승 캐시백 혜택!띵샵 환승 프로젝트 구매 시']"
미래에셋 현대카드 Gold,"['포인트/캐시백', '금융', '바우처', '프리미엄', '쇼핑', '커피전문점', '한식/일식/중식/양식', '편의점', '문화']","['업종별 최대 3% 스탁마일리지 적립연간 5만 스탁마일리지 스페셜 적립', '미래에셋증권 골드 등급 적용', '10만원 상당 바우처 제공(연1회)', '공항 라운지 무료 이용메탈 소재 카드 플레이트 제공', '백화점 최대 3% 특별적립프리미엄 아울렛 최대 3% 특별적립온라인쇼핑 최대 2% 특별적립', '커피전문점 최대 2% 특별적립', '배달 앱 최대 2% 특별적립', '편의점 최대 2% 특별적립', '디지털 콘텐츠 최대 2% 특별적립']"
티머니 Pay & GO 신한카드,"['교통', '쇼핑', '편의점', '통신', '커피전문점']","['모바일티머니앱 교통30%결제일할인티머니GO앱 20% 결제일 할인', '4대 백화점 5% 결제일 할인', '5대 편의점 5% 결제일 할인', '이동통신요금 자동이체 5% 결제일할인', '커피전문점 5% 결제일 할인']"
참! 좋은 kt wiz 카드,"['할인점/슈퍼마켓', '주유소', '영화/공연', '한식/일식/중식/양식', '레저', '쇼핑', '포인트/캐시백', '커피전문점']","['이마트,홈플러스,롯데마트,농협하나로할인점/슈퍼마켓 5% 할인!', '전 주유소소(유류, LPG 포함)리터당 60원 할인!', '전국 영화/공연관 및 인터넷 예매시영화/공연 8,000원 할인!', '불고기브라더스 20% 현장 할인패밀리레스토랑 20% 할인!', '놀이공원 할인 월 1회, 연2회 한도수원 kt wiz 입장권 3천원 할인', 'KT위즈파크내 야구용품점 10% 할인쿠팡, 티몬, 위메프 20%할인', 'TOP 포인트 이용실적에 따라 0.2%~0.4% 까지 제공!', '스타벅스, 커피빈, 카페베네 등주요 커피전문점 20% 할인!']"
T 라이트 삼성카드,"['통신', '커피전문점', '한식/일식/중식/양식', '편의점']","['SKT라이트할부 월 최대 2만원할인(할부수수료율 연 5.9%~7%)SKT 24·36개월 라이트할부할부 미이용 자동납부 최대 8천원할인', '커피전문점 5% 결제일할인', '배달앱 5% 결제일할인', '편의점 5% 결제일할인']"
코웨이 IBK카드,['렌탈'],"['코웨이 렌탈료 자동이체 결제 시월 최대 23,000원 할인']"
KB국민 알뜰교통플러스카드,"['교통', '통신', '커피전문점', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '편의점', '영화/공연', '한식/일식/중식/양식', '결제대행(PG)']","['버스, 지하철 10%청구할인', '이동통신요금 자동납부시 5% 청구할인', '카페 최대 10% 청구할인KB Pay 이용시,', '약국 최대 10% 청구할인KB Pay 이용시,', '편의점 최대 10% 청구할인KB Pay 이용시,', 'CGV, 롯데시네마 최대 10% 할인KB Pay 이용시,', '패스트푸드점 최대 10% 청구할인KB Pay 이용시,', 'KB Pay 5% 추가할인']"
삼성 iD NOMAD 카드,"['바우처', '포인트/캐시백', '프리미엄', '문화', '쇼핑', '영화/공연', '한식/일식/중식/양식']","['기프트 서비스 (연3회)', '국내외 가맹점 최대 2% 빅포인트적립', '공항 라운지 무료 입장Mastercard 프리미엄 서비스국내 특급 호텔 무료 발렛파킹인천공항 무료 발렛파킹Dine with Mastercard', '디지털콘텐츠 50% 할인', '멤버십 50% 할인', '영화/공연 5,000원 할인', '쉐이크쉑/써브웨이 30% 할인']"
Deep Dream Platinum+ (미니언즈),"['프리미엄', '포인트/캐시백', '쇼핑', '커피전문점', '편의점', '교통', '주유소', '영화/공연', '화장품', '레저', '금융', '통신', '할인점/슈퍼마켓']","['제주항공·에어부산 10% 할인', '적립한도 없이０.7~1.1% 기본적립DREAM영역 이용시 최대5.5%적립해외 이용금액 10% 캐시백DREAM영역', '3대 백화점 최대 5.5% 적립기본 0.7~1.1% 한도없이 적립다이소 이용금액 최대 5.5% 적립', '커피 업종 이용금액 최대 5.5%적립기본 0.7~1.1% 한도없이 적립', '3대 편의점 이용시 최대 5.5%적립기본 0.7~1.1% 한도없이 적립', '택시 이용 3,6,9번째 2천원 할인교통 이용금액 최대 1.1% 적립', '주말, 전 주유소소 리터당 80원 적립기본 0.7~1.1% 한도없이 적립', '영화/공연관 이용금액 최대 5.5% 적립기본 0.7~1.1% 한도없이 적립', '올리브영 최대 5.5% 포인트 적립기본 0.7~1.1% 한도없이 적립', '골프 업종 이용금액 최대 5.5%적립기본 0.7~1.1% 한도없이 적립', '신한금융투자 온라인주식매매 수수료우대신한은행 전자금융 수수료 면제', '이동통신요금 최대 5.5% 포인트적립', '할인점/슈퍼마켓 이용금액 최대 5.5% 적립기본 0.7~1.1% 한도없이 적립']"
KB국민 KB Pay 챌린지카드,"['연회비지원', '포인트/캐시백']","['온라인신규신청 연회비 100% 캐시백홈페이지 내 신용카드 최초 발급 시', 'KB Pay 3회당 1천포인트리 적립매주 포인트리 1천점 적립']"
KB국민 위메프페이 신용카드,"['포인트/캐시백', '커피전문점', '편의점', '한식/일식/중식/양식', '화장품', '레저', '문화', '결제대행(PG)', '쇼핑']","['위메프 2%, 위메프오 1%적립전 가맹점 이용금액의 0.2%적립', '카페 이용 시 위메프포인트 5% 적립', '편의점 이용 시 위메프포인트5% 적립', '맥도날드 등 위메프포인트 5% 적립패밀리레스토랑 위메프포인트 5% 적립', '미용실 이용 시 위메프포인트 5%적립', '골프·골프연습장 이용 시 위메프포인트 5% 적립', '넷플릭스·웨이브 이용 시 위메프포인트 5% 적립', '', '']"
무민 카드(신용),"['커피전문점', '쇼핑', '할인점/슈퍼마켓', '교통', '주유소', '레저', '편의점', '금융', '영화/공연']","['주요 커피전문점 20% 할인!', '온라인쇼핑 20% 할인!', '할인점/슈퍼마켓 이용시 5% 할인!', '교통비용 건당 200원 할인!', '주유소 비용 리터당 60원 할인!', '레저', 'GS25,CU,세븐일레븐 10% 할인', '금융우대서비스 제공!', '영화/공연 1만원 할인!']"
